Date,AAPL,ACN,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANSS,APH,ASML,ASX,AVGO,BR,CDNS,CHKP,CRM,CSCO,CTSH,EPAM,ERIC,FICO,FIS,FTNT,GIB,GLW,GRMN,HPQ,IBM,INFY,INTC,INTU,IT,JKHY,KLAC,LDOS,LRCX,MCHP,MRVL,MSFT,MSI,MU,NOW,NTAP,NVDA,NXPI,ORCL,OTEX,PANW,QCOM,SAP,SNPS,SSNC,STM,STX,SWKS,TDY,TEL,TER,TSM,TXN,TYL,UI,VRSN,WDAY,WDC,ZBRA
2013-01-02,16.628313064575195,54.944644927978516,38.34000015258789,33.28434753417969,36.939998626708984,42.15999984741211,9.890347480773926,2.5299999713897705,70.05000305175781,7.556694507598877,59.02669906616211,2.339512348175049,2.376471519470215,18.58119010925293,14.0,49.2400016784668,42.4207878112793,13.823785781860352,33.898826599121094,18.979999542236328,7.129875183105469,43.16618728637695,28.782339096069336,4.23799991607666,23.266826629638672,9.21525764465332,28.220951080322266,4.630522727966309,114.48499298095703,3.902463436126709,15.289299011230469,55.544578552246094,47.41999816894531,34.77895736694336,30.531312942504883,14.755059242248535,3.3040173053741455,12.720882415771484,6.417356014251709,22.284509658813477,45.384605407714844,6.475536346435547,30.200000762939453,25.542627334594727,0.2934506833553314,24.95615577697754,28.89002227783203,11.12942123413086,8.53833293914795,45.717430114746094,67.1524658203125,32.279998779296875,10.403884887695312,5.681050777435303,18.154010772705078,17.49234390258789,66.66000366210938,29.939151763916016,16.111412048339844,12.930925369262695,22.808454513549805,50.0,11.801692008972168,39.627296447753906,52.90999984741211,26.620981216430664,40.959999084472656
2013-01-03,16.41843032836914,54.745758056640625,37.75,32.74724578857422,36.369998931884766,40.95000076293945,9.865286827087402,2.490000009536743,69.7699966430664,7.46012544631958,57.789222717285156,2.380646228790283,2.388887405395508,18.494543075561523,13.630000114440918,47.18000030517578,41.81113052368164,13.898544311523438,33.55155563354492,18.989999771118164,7.088582515716553,42.88749313354492,28.581459045410156,3.865999937057495,23.10746192932129,9.150766372680664,28.180768966674805,4.667518138885498,113.85528564453125,3.958003282546997,15.246384620666504,55.356285095214844,48.70000076293945,34.83005142211914,30.26645851135254,14.896688461303711,3.2400364875793457,12.588963508605957,6.504196643829346,21.985980987548828,45.231178283691406,6.739246368408203,29.690000534057617,25.445810317993164,0.2936813533306122,24.830617904663086,28.57356071472168,11.082959175109863,8.225000381469727,45.505611419677734,65.56330871582031,31.899999618530273,10.363506317138672,5.635112285614014,17.830137252807617,17.36307144165039,66.16999816894531,29.766080856323242,15.899539947509766,12.923776626586914,22.511960983276367,49.060001373291016,11.950139045715332,39.8062858581543,52.29999923706055,26.36359405517578,41.0
2013-01-04,15.961098670959473,55.04808807373047,38.130001068115234,32.16477966308594,36.36000061035156,40.43000030517578,9.865286827087402,2.5899999141693115,70.5,7.4301557540893555,57.197025299072266,2.3343703746795654,2.3735506534576416,18.494543075561523,13.430000305175781,46.84000015258789,42.0341796875,13.918930053710938,33.471412658691406,19.190000534057617,7.171167850494385,43.10646438598633,28.91090202331543,3.861999988555908,23.246904373168945,9.12210464477539,28.180768966674805,4.667518138885498,113.10894775390625,3.886073350906372,15.131967544555664,55.786643981933594,48.70000076293945,34.90665817260742,30.16792106628418,15.218574523925781,3.247713088989258,12.517348289489746,6.782079219818115,21.574506759643555,45.44921875,6.797848701477051,29.020000457763672,25.378795623779297,0.30337080359458923,24.516756057739258,28.823408126831055,11.220407485961914,8.041666984558105,44.83485412597656,65.53884887695312,31.649999618530273,10.291720390319824,5.589174747467041,17.86990737915039,16.92677116394043,66.69000244140625,29.608755111694336,15.936393737792969,12.83090877532959,22.46254539489746,50.0099983215332,11.838802337646484,39.81623458862305,52.189998626708984,26.27779769897461,40.66999816894531
2013-01-07,15.867207527160645,54.80940246582031,37.939998626708984,32.26312255859375,36.09000015258789,40.77000045776367,9.74833869934082,2.6700000762939453,70.48999786376953,7.440147876739502,56.26892852783203,2.262385129928589,2.3604049682617188,18.518173217773438,13.40999984741211,47.20000076293945,41.87804412841797,13.789801597595215,33.618343353271484,19.020000457763672,7.219343185424805,42.77801513671875,28.766271591186523,3.812000036239624,22.97797966003418,9.050445556640625,28.174072265625,4.676766395568848,112.6133804321289,3.9416136741638184,15.196327209472656,55.84940719604492,48.560001373291016,34.96626281738281,29.95234489440918,15.2443208694458,3.205059051513672,12.502267837524414,6.799447059631348,21.534162521362305,45.69147872924805,7.012722015380859,27.360000610351562,24.753252029418945,0.29460409283638,24.337404251098633,28.673492431640625,11.156522750854492,7.87166690826416,45.19493865966797,65.02542877197266,31.420000076293945,10.206482887268066,5.734645366668701,17.886960983276367,17.177242279052734,66.31999969482422,29.254772186279297,15.798212051391602,12.645158767700195,22.533143997192383,49.849998474121094,11.46767807006836,39.836124420166016,52.16999816894531,26.29005241394043,40.900001525878906
2013-01-08,15.909913063049316,55.127647399902344,38.13999938964844,31.93027687072754,36.29999923706055,40.13999938964844,9.614686012268066,2.6700000762939453,71.08000183105469,7.402409553527832,55.80929946899414,2.1904001235961914,2.3443381786346436,18.604820251464844,13.680000305175781,48.220001220703125,42.123390197753906,13.803390502929688,33.16866683959961,19.15999984741211,6.882119178771973,42.82777404785156,28.669851303100586,3.818000078201294,24.01383399963379,8.942956924438477,28.287893295288086,4.7445902824401855,112.45592498779297,3.8715052604675293,15.081914901733398,55.399879455566406,49.040000915527344,34.80451583862305,29.1762752532959,15.270071983337402,3.1547272205352783,12.279887199401855,6.868917942047119,21.421201705932617,45.17464828491211,7.061558246612549,26.200000762939453,24.202192306518555,0.2881445586681366,23.808332443237305,28.68182945251465,11.127484321594238,7.938333034515381,45.12433624267578,65.10693359375,31.459999084472656,10.273778915405273,5.8265228271484375,17.83582305908203,16.490474700927734,66.9000015258789,29.010927200317383,15.613978385925293,12.530855178833008,22.271944046020508,49.63999938964844,11.328508377075195,39.66707229614258,51.869998931884766,25.726255416870117,40.93000030517578
2013-01-09,15.661258697509766,55.51749801635742,38.65999984741211,31.84706687927246,36.66999816894531,39.70000076293945,9.756693840026855,2.630000114440918,72.12999725341797,7.4934258460998535,56.12751007080078,2.2058260440826416,2.396191120147705,18.470914840698242,13.779999732971191,48.88999938964844,42.584354400634766,13.796597480773926,33.12861251831055,19.600000381469727,6.792652130126953,43.56429672241211,28.943044662475586,3.8359999656677246,23.744909286499023,8.885631561279297,26.306068420410156,4.886403560638428,112.13526153564453,3.886073350906372,15.339357376098633,55.8853759765625,49.20000076293945,35.13654708862305,29.46576690673828,15.54045295715332,3.1811726093292236,12.415576934814453,7.103382587432861,21.542234420776367,45.42498779296875,7.139693260192871,26.3700008392334,23.986234664916992,0.281684935092926,24.131166458129883,28.698482513427734,11.212665557861328,8.329999923706055,45.80921936035156,65.23731994628906,31.43000030517578,10.25583267211914,5.849491119384766,19.023359298706055,16.975252151489258,67.58000183105469,29.191837310791016,15.6600341796875,12.530855178833008,22.58961296081543,50.619998931884766,11.161507606506348,39.33891677856445,52.75,26.841590881347656,41.369998931884766
2013-01-10,15.85539722442627,55.032169342041016,38.619998931884766,32.23286437988281,36.52000045776367,39.5,9.723280906677246,2.619999885559082,72.26000213623047,7.531162261962891,57.16166305541992,2.293236017227173,2.448044538497925,18.360639572143555,13.84000015258789,49.290000915527344,42.904048919677734,13.891743659973145,33.413536071777344,19.790000915527344,7.0748186111450195,43.78326416015625,29.36087417602539,3.9159998893737793,23.983951568603516,9.057612419128418,26.373027801513672,5.0189690589904785,112.46178436279297,4.001707553863525,15.589648246765137,56.11014175415039,49.599998474121094,35.03438186645508,29.927705764770508,15.488946914672852,3.228944778442383,12.645496368408203,7.363895416259766,21.348588943481445,45.852996826171875,7.247130393981934,26.459999084472656,24.14261817932129,0.2821463346481323,25.386587142944336,29.073246002197266,11.448844909667969,8.433333396911621,45.738609313964844,67.1524658203125,31.469999313354492,10.161619186401367,6.1021528244018555,19.137001037597656,17.225711822509766,68.1500015258789,29.26263999938965,15.623183250427246,12.988077163696289,22.893163681030273,51.13999938964844,10.994501113891602,38.65277099609375,53.20000076293945,27.062210083007812,41.150001525878906
2013-01-11,15.75817584991455,55.597042083740234,38.09000015258789,31.96809959411621,36.79999923706055,39.59000015258789,9.781754493713379,2.6700000762939453,72.83000183105469,7.5888848304748535,57.824581146240234,2.2521016597747803,2.5079309940338135,18.36850929260254,13.9399995803833,48.459999084472656,42.96105194091797,13.918930053710938,34.93617248535156,20.190000534057617,7.088582515716553,43.9026985168457,29.73050308227539,3.868000030517578,24.541717529296875,8.921463966369629,26.513620376586914,4.981974124908447,113.37720489501953,4.754703044891357,15.73267650604248,56.2989387512207,49.90999984741211,34.9492301940918,30.29725456237793,15.553975105285645,3.279277801513672,12.660572052001953,7.485470294952393,21.647119522094727,46.434444427490234,7.364336013793945,27.459999084472656,24.619224548339844,0.281684935092926,25.108600616455078,29.03160285949707,11.477883338928223,8.801667213439941,45.82334518432617,66.64720153808594,31.809999465942383,10.210968971252441,6.079184532165527,18.915395736694336,17.26611328125,67.7300033569336,29.813289642333984,15.752153396606445,12.966643333435059,22.88610076904297,51.720001220703125,11.189338684082031,37.787635803222656,52.790000915527344,26.951900482177734,41.29999923706055
2013-01-14,15.196357727050781,55.581146240234375,38.15999984741211,31.952970504760742,36.83000183105469,39.9900016784668,9.815162658691406,2.640000104904175,72.95999908447266,7.567795276641846,56.92300796508789,2.2212510108947754,2.5247280597686768,18.218862533569336,14.020000457763672,48.150001525878906,43.12461853027344,14.251952171325684,34.927276611328125,20.1200008392334,7.129875183105469,43.6439208984375,29.883174896240234,3.888000011444092,24.870403289794922,8.957286834716797,26.721179962158203,5.225522994995117,112.3101806640625,4.728299140930176,15.73267650604248,56.35288619995117,50.31999969482422,35.128028869628906,30.130964279174805,15.710036277770996,3.260509490966797,12.479655265808105,7.589677333831787,21.695518493652344,46.571712493896484,7.422937870025635,26.06999969482422,24.753252029418945,0.28145426511764526,25.440391540527344,29.11488914489746,11.390765190124512,8.725000381469727,45.35733413696289,66.72867584228516,32.5099983215332,10.14815902709961,6.033245086669922,19.301782608032227,16.975252151489258,67.3499984741211,29.750350952148438,15.512651443481445,12.866625785827637,22.82962417602539,51.9900016784668,10.948107719421387,38.16551208496094,51.2599983215332,27.393125534057617,40.97999954223633
2013-01-15,14.716915130615234,55.89144515991211,38.150001525878906,31.78654670715332,36.709999084472656,39.65999984741211,9.831870079040527,2.680000066757202,73.05999755859375,7.586662769317627,55.75627136230469,2.200683832168579,2.473604917526245,18.266122817993164,13.890000343322754,48.290000915527344,43.283226013183594,14.258752822875977,34.79817199707031,20.219999313354492,6.992231369018555,43.83302688598633,29.537649154663086,4.01800012588501,24.551679611206055,9.043280601501465,26.8015193939209,5.096041679382324,112.24022674560547,4.643620014190674,15.646855354309082,56.59563064575195,50.20000076293945,35.03438186645508,29.80451774597168,15.592995643615723,3.2485668659210205,12.445733070373535,7.520201683044434,21.953706741333008,46.458656311035156,7.422937870025635,27.219999313354492,24.931976318359375,0.2763788402080536,25.368654251098633,28.89836311340332,11.218470573425293,9.011667251586914,45.4985466003418,63.19993209838867,32.54999923706055,10.157132148742676,6.0868401527404785,19.5801944732666,16.56318473815918,67.95999908447266,29.899805068969727,15.383686065673828,12.780900001525879,22.78726577758789,51.81999969482422,11.003777503967285,39.14003372192383,51.040000915527344,27.478927612304688,41.13999938964844
